BSSID,RxPhy,dataset,CID,Wi-Fi Ookla DL,Gate / Landmark,BW ,Cellular Ookla UL,Wi-Fi Ookla RTT,SSID,TAC,TA,Channel,Channel.1,Wi-Fi Ookla UL,Lat,RSRQ,RSRP,Long,TxPhy,PCI,EARFCN,Time,Cellular Ookla RTT,MNC,RSSI,MCC,Cellular Ookla DL,Device Type
9B:3F:C8:57:E2:1A,415,mock-dataset-5,97492,14,C3,20,17,94,Helium,38423,1,2.4,6,19,39.1754,-10,-109,-76.66835,503,92,700,2026-01-20 16:37:00,101,410,-81,310,101,android
9B:3F:C8:57:E2:1A,1194,mock-dataset-5,97492,136,D34,20,51,63,Helium,38423,0,2.4,11,5,39.17533,-25,-89,-76.66825,1130,92,700,2026-01-20 16:40:00,35,410,-82,310,100,ios
F2:8D:46:B1:C9:05,913,mock-dataset-4,97492,135,C2,20,42,57,Helium,38423,4,2.4,11,29,39.17525,-8,-86,-76.66815,457,92,700,2026-01-20 16:44:00,71,410,-79,310,165,ios
2A:C7:5E:08:D3:9F,775,mock-dataset-3,97492,46,E2,20,5,95,Helium,38423,4,5.0,36,31,39.17518,-13,-104,-76.66805,809,92,700,2026-01-20 16:48:00,53,410,-75,310,75,ios
85:4B:F6:31:EA:7C,842,mock-dataset-5,97492,35,D21,20,43,77,Helium,38423,2,5.0,157,51,39.17505,-18,-107,-76.6678,121,92,700,2026-01-20 16:51:00,102,410,-88,310,92,ios
D9:02:8F:C5:67:3A,911,mock-dataset-1,97492,5,E6,20,34,79,Helium,38423,0,5.0,116,30,39.17498,-7,-92,-76.6677,854,92,700,2026-01-20 16:55:00,88,410,-80,310,34,android
41:E8:B3:7D:0A:F6,425,mock-dataset-3,97492,4,B4,20,51,56,Helium,38423,4,5.0,124,40,39.1749,-8,-90,-76.6676,206,92,700,2026-01-20 16:59:00,75,410,-63,310,29,android
41:E8:B3:7D:0A:F6,886,mock-dataset-1,97492,175,B2,20,19,54,Helium,38423,3,5.0,44,52,39.17483,-17,-106,-76.6675,1108,92,700,2026-01-20 17:03:00,32,410,-80,310,107,android
41:E8:B3:7D:0A:F6,1052,mock-dataset-4,97492,64,C1,20,22,99,Helium,38423,0,5.0,48,6,39.17475,-19,-103,-76.6674,856,92,700,2026-01-20 17:06:00,105,410,-63,310,29,android
41:E8:B3:7D:0A:F6,658,mock-dataset-5,97493,170,D41,20,45,88,Helium,38423,0,2.4,1,6,39.17468,-13,-109,-76.6673,605,92,700,2026-01-20 17:10:00,81,410,-93,310,59,ios
41:E8:B3:7D:0A:F6,870,mock-dataset-3,97493,135,C10,20,21,38,Helium,38423,0,2.4,6,47,39.1746,-2,-92,-76.6672,1034,92,700,2026-01-20 17:14:00,59,410,-71,310,92,android
EA:36:81:CF:49:5D,1133,mock-dataset-5,97493,184,A15,20,25,77,Helium,38423,0,2.4,11,24,39.17445,-19,-98,-76.66695,509,92,700,2026-01-20 17:17:00,91,410,-77,310,27,android
58:AD:F2:17:6B:C0,426,mock-dataset-3,97493,48,D34,20,45,51,Helium,38423,3,2.4,11,25,,-16,-104,,178,92,700,2026-01-20 17:21:00,50,410,-74,310,17,android
1C:70:E9:34:A5:8F,728,mock-dataset-5,97493,13,D7,20,23,72,Helium,38423,0,2.4,1,47,,-9,-107,,324,92,700,2026-01-20 17:25:00,94,410,-77,310,2,android
CF:4A:85:D0:2E:73,984,mock-dataset-2,97493,185,D29,20,4,95,Helium,38423,3,2.4,6,42,,-8,-104,,735,104,700,2026-01-20 17:28:00,67,410,-66,310,102,ios
72:B8:1D:69:F4:A6,459,mock-dataset-2,97493,63,A15,20,9,87,Helium,38423,2,2.4,1,15,,-12,-99,,1000,104,700,2026-01-20 17:32:00,78,410,-78,310,93,ios
AE:25:C0:7F:53:D9,1084,mock-dataset-2,97493,61,B4,20,38,57,Helium,38423,2,2.4,6,6,,-18,-87,,749,104,700,2026-01-20 17:36:00,88,410,-75,310,101,android
39:F1:6C:B8:04:E2,359,mock-dataset-4,97493,79,D26,20,11,33,Helium,38423,3,2.4,11,7,,-18,-117,,912,104,700,2026-01-20 17:40:00,45,410,-80,310,45,android
84:5E:A7:23:CF:10,814,mock-dataset-2,97493,109,D34,20,21,90,Helium,38423,1,2.4,11,25,,-3,-94,,174,104,700,2026-01-20 17:43:00,84,410,-64,310,165,android
D0:79:32:EC:46:8B,714,mock-dataset-1,97493,86,E1,20,15,97,Helium,38423,4,5.0,36,49,,-10,-112,,148,104,700,2026-01-20 17:47:00,61,410,-84,310,150,ios
D0:79:32:EC:46:8B,322,mock-dataset-1,97493,13,D23,20,39,39,Helium,38423,0,5.0,157,10,,-14,-88,,750,104,700,2026-01-20 17:51:00,76,410,-89,310,119,ios
D0:79:32:EC:46:8B,946,mock-dataset-3,97493,123,C11,20,16,43,Helium,38423,1,5.0,116,38,,-18,-114,,1157,104,700,2026-01-20 17:54:00,93,410,-66,310,132,ios
D0:79:32:EC:46:8B,758,mock-dataset-4,97493,12,B13,20,11,61,Helium,38423,1,5.0,124,40,,-4,-89,,556,104,700,2026-01-20 17:58:00,104,410,-74,310,146,ios
D0:79:32:EC:46:8B,136,mock-dataset-4,97493,152,C6,20,22,87,Helium,38423,4,5.0,44,4,,-23,-92,,777,104,700,2026-01-20 18:02:00,62,410,-59,310,21,ios
D0:79:32:EC:46:8B,154,mock-dataset-2,97493,187,A15,20,-3,88,Helium,38423,1,5.0,48,14,,-13,-102,,859,215,700,2026-01-20 18:06:00,79,410,-91,310,6,ios
BA:57:08:F3:2C:95,333,mock-dataset-4,97493,80,B12,20,6,84,Helium,38423,4,5.0,36,11,,-9,-94,,573,215,700,2026-01-20 18:09:00,102,410,-61,310,64,ios
0D:A2:7E:C1:68:DB,496,mock-dataset-1,97493,160,C6,20,20,85,Helium,38423,4,5.0,157,37,,-1,-103,,266,215,700,2026-01-20 18:13:00,56,410,-56,310,57,ios
51:C9:B4:0A:E7:32,162,mock-dataset-3,97493,143,D40,20,56,89,Helium,38423,1,5.0,116,16,,-18,-114,,461,215,700,2026-01-20 18:17:00,38,410,-78,310,75,ios
9E:34:DF:86:4B:C0,1009,mock-dataset-1,97493,119,D29,20,46,89,Helium,38423,3,5.0,124,44,,-3,-98,,811,215,700,2026-01-20 18:20:00,29,410,-67,310,51,android
C2:6B:10:F5:A9:47,1120,mock-dataset-3,97493,55,A6,20,45,51,Helium,38423,1,5.0,44,9,,-25,-108,,390,215,700,2026-01-20 18:24:00,73,410,-71,310,31,android
3F:87:DC:24:91:E6,652,mock-dataset-2,97493,53,B11,20,39,95,Helium,38423,3,5.0,48,34,,-7,-106,,1042,215,700,2026-01-20 18:28:00,47,410,-52,310,56,ios
78:A0:45:EB:1C:B9,275,mock-dataset-2,97493,183,B7,20,40,20,Helium,38423,4,5.0,36,12,,-21,-110,,119,215,700,2026-01-20 18:31:00,87,410,-82,310,35,android
4A:7B:C2:9E:1D:F8,673,mock-dataset-2,97492,48,B3,20,43,90,Helium,38423,1,2.4,1,10,39.17615,-12,-89,-76.66945,144,66,700,2026-01-20 16:00:00,68,410,-86,310,138,android
B3:2E:8A:D4:6F:01,166,mock-dataset-5,97492,123,D10,20,29,90,Helium,38423,0,5.0,36,10,39.17608,-5,-98,-76.66935,638,66,700,2026-01-20 16:04:00,43,410,-85,310,164,ios
B3:2E:8A:D4:6F:01,839,mock-dataset-4,97492,79,D29,20,11,79,Helium,38423,4,5.0,157,14,39.176,-13,-116,-76.66925,520,66,700,2026-01-20 16:07:00,32,410,-70,310,101,ios
B3:2E:8A:D4:6F:01,622,mock-dataset-4,97492,11,C9,20,10,68,Helium,38423,1,5.0,116,3,39.17593,-19,-102,-76.66915,791,66,700,2026-01-20 16:11:00,82,410,-88,310,143,ios
E8:43:B9:0F:72:6C,775,mock-dataset-5,97492,38,D38/D39,20,12,69,Helium,38423,4,5.0,124,35,39.17585,-23,-101,-76.66905,885,66,700,2026-01-20 16:15:00,32,410,-91,310,184,android
5D:1A:F7:C4:38:9B,607,mock-dataset-3,97492,26,D41,20,29,39,Helium,38423,2,5.0,44,35,39.17578,-10,-92,-76.6689,716,66,700,2026-01-20 16:18:00,74,410,-75,310,168,ios
A2:6E:85:D1:4C:F0,675,mock-dataset-4,97492,73,C1,20,47,81,Helium,38423,0,5.0,48,4,39.1757,-16,-112,-76.6688,1010,66,700,2026-01-20 16:22:00,58,410,-83,310,32,ios
9B:3F:C8:57:E2:1A,191,mock-dataset-2,97492,118,D16,20,37,36,Helium,38423,1,5.0,36,9,39.17563,-17,-93,-76.66865,975,66,700,2026-01-20 16:26:00,70,410,-76,310,130,ios
9B:3F:C8:57:E2:1A,746,mock-dataset-4,97492,51,A10,20,1,66,Helium,38423,1,5.0,153,35,39.17555,-5,-92,-76.66855,752,66,700,2026-01-20 16:29:00,32,410,-96,310,166,ios
9B:3F:C8:57:E2:1A,1183,mock-dataset-2,97492,138,D5,20,16,95,Helium,38423,1,2.4,1,47,39.17548,-10,-111,-76.66845,763,66,700,2026-01-20 16:33:00,91,410,-58,310,-4,ios
9B:3F:C8:57:E2:1A,415,mock-dataset-1,97492,17,A11,20,17,86,Helium,38423,1,2.4,6,22,39.1754,-16,-112,-76.66835,503,92,700,2026-01-20 16:37:00,87,410,-83,310,95,ios
9B:3F:C8:57:E2:1A,1194,mock-dataset-3,97492,129,D20,20,34,70,Helium,38423,0,2.4,11,2,39.17533,-25,-92,-76.66825,1130,92,700,2026-01-20 16:40:00,23,410,-86,310,100,android
F2:8D:46:B1:C9:05,913,mock-dataset-1,97492,141,B4,20,22,51,Helium,38423,4,2.4,11,43,39.17525,-5,-85,-76.66815,457,92,700,2026-01-20 16:44:00,74,410,-84,310,176,ios
2A:C7:5E:08:D3:9F,775,mock-dataset-1,97492,44,D34,20,2,99,Helium,38423,4,5.0,36,34,39.17518,-12,-103,-76.66805,809,92,700,2026-01-20 16:48:00,72,410,-76,310,77,android
85:4B:F6:31:EA:7C,842,mock-dataset-2,97492,45,D42,20,27,85,Helium,38423,2,5.0,157,46,39.17505,-18,-104,-76.6678,121,92,700,2026-01-20 16:51:00,90,410,-89,310,107,ios
D9:02:8F:C5:67:3A,911,mock-dataset-5,97492,-2,C14,20,34,69,Helium,38423,0,5.0,116,36,39.17498,-5,-95,-76.6677,854,92,700,2026-01-20 16:55:00,96,410,-74,310,31,ios
41:E8:B3:7D:0A:F6,425,mock-dataset-4,97492,-2,D44/D45,20,44,49,Helium,38423,4,5.0,124,30,39.1749,-7,-95,-76.6676,206,92,700,2026-01-20 16:59:00,75,410,-63,310,38,android
41:E8:B3:7D:0A:F6,886,mock-dataset-3,97492,166,C8,20,12,53,Helium,38423,3,5.0,44,39,39.17483,-16,-102,-76.6675,1108,92,700,2026-01-20 17:03:00,35,410,-86,310,99,android
41:E8:B3:7D:0A:F6,1052,mock-dataset-2,97492,73,B6,20,14,86,Helium,38423,0,5.0,48,2,39.17475,-19,-104,-76.6674,856,92,700,2026-01-20 17:06:00,93,410,-65,310,42,android
41:E8:B3:7D:0A:F6,658,mock-dataset-2,97493,170,D37,20,32,73,Helium,38423,0,2.4,1,1,39.17468,-13,-109,-76.6673,605,92,700,2026-01-20 17:10:00,96,410,-89,310,57,ios
41:E8:B3:7D:0A:F6,870,mock-dataset-2,97493,149,D26,20,13,37,Helium,38423,0,2.4,6,45,39.1746,-5,-95,-76.6672,1034,92,700,2026-01-20 17:14:00,57,410,-69,310,93,ios
EA:36:81:CF:49:5D,1133,mock-dataset-5,97493,183,C14,20,24,77,Helium,38423,0,2.4,11,36,39.17445,-23,-97,-76.66695,509,92,700,2026-01-20 17:17:00,79,410,-77,310,38,android
58:AD:F2:17:6B:C0,426,mock-dataset-5,97493,38,E6,20,49,52,Helium,38423,3,2.4,11,27,,-19,-104,,178,92,700,2026-01-20 17:21:00,57,410,-73,310,13,ios
1C:70:E9:34:A5:8F,728,mock-dataset-4,97493,14,B11,20,21,72,Helium,38423,0,2.4,1,44,,-4,-107,,324,92,700,2026-01-20 17:25:00,76,410,-81,310,3,ios
CF:4A:85:D0:2E:73,984,mock-dataset-4,97493,194,D29,20,1,94,Helium,38423,3,2.4,6,37,,-3,-102,,735,104,700,2026-01-20 17:28:00,66,410,-69,310,100,ios
72:B8:1D:69:F4:A6,459,mock-dataset-4,97493,74,D37,20,18,99,Helium,38423,2,2.4,1,19,,-14,-95,,1000,104,700,2026-01-20 17:32:00,84,410,-72,310,78,android
AE:25:C0:7F:53:D9,1084,mock-dataset-3,97493,64,B6,20,37,74,Helium,38423,2,2.4,6,14,,-14,-92,,749,104,700,2026-01-20 17:36:00,90,410,-74,310,97,android
39:F1:6C:B8:04:E2,359,mock-dataset-3,97493,88,D37,20,-4,44,Helium,38423,3,2.4,11,8,,-18,-118,,912,104,700,2026-01-20 17:40:00,36,410,-84,310,44,ios
84:5E:A7:23:CF:10,814,mock-dataset-3,97493,110,A3,20,16,99,Helium,38423,1,2.4,11,28,,-6,-99,,174,104,700,2026-01-20 17:43:00,74,410,-64,310,165,ios
D0:79:32:EC:46:8B,714,mock-dataset-2,97493,78,D8,20,1,84,Helium,38423,4,5.0,36,42,,-8,-108,,148,104,700,2026-01-20 17:47:00,60,410,-86,310,150,ios
D0:79:32:EC:46:8B,322,mock-dataset-2,97493,14,A12,20,36,32,Helium,38423,0,5.0,157,0,,-9,-85,,750,104,700,2026-01-20 17:51:00,89,410,-89,310,125,android
D0:79:32:EC:46:8B,946,mock-dataset-4,97493,133,C4,20,16,57,Helium,38423,1,5.0,116,43,,-14,-114,,1157,104,700,2026-01-20 17:54:00,98,410,-63,310,135,ios
D0:79:32:EC:46:8B,758,mock-dataset-5,97493,5,D29,20,26,61,Helium,38423,1,5.0,124,44,,-4,-85,,556,104,700,2026-01-20 17:58:00,100,410,-74,310,138,android
D0:79:32:EC:46:8B,136,mock-dataset-2,97493,146,C4,20,8,73,Helium,38423,4,5.0,44,24,,-22,-95,,777,104,700,2026-01-20 18:02:00,49,410,-61,310,17,android
D0:79:32:EC:46:8B,154,mock-dataset-5,97493,187,B12,20,2,92,Helium,38423,1,5.0,48,8,,-17,-101,,859,215,700,2026-01-20 18:06:00,83,410,-88,310,9,ios
BA:57:08:F3:2C:95,333,mock-dataset-1,97493,74,D30,20,-6,88,Helium,38423,4,5.0,36,18,,-11,-89,,573,215,700,2026-01-20 18:09:00,91,410,-60,310,63,android
0D:A2:7E:C1:68:DB,496,mock-dataset-4,97493,168,D4,20,25,84,Helium,38423,4,5.0,157,37,,0,-104,,266,215,700,2026-01-20 18:13:00,49,410,-51,310,65,ios
51:C9:B4:0A:E7:32,162,mock-dataset-3,97493,159,A2,20,49,73,Helium,38423,1,5.0,116,11,,-16,-109,,461,215,700,2026-01-20 18:17:00,41,410,-83,310,68,ios
9E:34:DF:86:4B:C0,1009,mock-dataset-2,97493,116,D5,20,45,73,Helium,38423,3,5.0,124,38,,-4,-103,,811,215,700,2026-01-20 18:20:00,35,410,-72,310,43,android
C2:6B:10:F5:A9:47,1120,mock-dataset-5,97493,52,D15,20,45,48,Helium,38423,1,5.0,44,-5,,-27,-111,,390,215,700,2026-01-20 18:24:00,80,410,-68,310,41,ios
3F:87:DC:24:91:E6,652,mock-dataset-4,97493,54,D12,20,41,102,Helium,38423,3,5.0,48,39,,-5,-102,,1042,215,700,2026-01-20 18:28:00,46,410,-52,310,53,ios
78:A0:45:EB:1C:B9,275,mock-dataset-3,97493,199,B8,20,50,39,Helium,38423,4,5.0,36,27,,-22,-108,,119,215,700,2026-01-20 18:31:00,99,410,-79,310,40,ios
4A:7B:C2:9E:1D:F8,673,mock-dataset-5,97492,65,A10,20,43,85,Helium,38423,1,2.4,1,-3,39.17615,-9,-89,-76.66945,144,66,700,2026-01-20 16:00:00,56,410,-80,310,127,ios
B3:2E:8A:D4:6F:01,166,mock-dataset-1,97492,120,A9,20,26,98,Helium,38423,0,5.0,36,6,39.17608,-5,-97,-76.66935,638,66,700,2026-01-20 16:04:00,52,410,-90,310,153,android
B3:2E:8A:D4:6F:01,839,mock-dataset-3,97492,67,C2,20,-8,67,Helium,38423,4,5.0,157,8,39.176,-13,-113,-76.66925,520,66,700,2026-01-20 16:07:00,32,410,-70,310,114,android
B3:2E:8A:D4:6F:01,622,mock-dataset-3,97492,12,C10,20,3,67,Helium,38423,1,5.0,116,0,39.17593,-21,-105,-76.66915,791,66,700,2026-01-20 16:11:00,71,410,-89,310,147,android
E8:43:B9:0F:72:6C,775,mock-dataset-4,97492,38,A1,20,13,63,Helium,38423,4,5.0,124,25,39.17585,-17,-103,-76.66905,885,66,700,2026-01-20 16:15:00,46,410,-90,310,165,ios
5D:1A:F7:C4:38:9B,607,mock-dataset-2,97492,32,A2,20,31,22,Helium,38423,2,5.0,44,47,39.17578,-6,-87,-76.6689,716,66,700,2026-01-20 16:18:00,84,410,-77,310,180,android
A2:6E:85:D1:4C:F0,675,mock-dataset-5,97492,72,B4,20,57,82,Helium,38423,0,5.0,48,12,39.1757,-15,-116,-76.6688,1010,66,700,2026-01-20 16:22:00,49,410,-83,310,51,android
9B:3F:C8:57:E2:1A,191,mock-dataset-4,97492,110,D8,20,30,47,Helium,38423,1,5.0,36,-1,39.17563,-14,-92,-76.66865,975,66,700,2026-01-20 16:26:00,88,410,-76,310,122,android
9B:3F:C8:57:E2:1A,746,mock-dataset-2,97492,42,C9,20,0,79,Helium,38423,1,5.0,153,28,39.17555,-1,-93,-76.66855,752,66,700,2026-01-20 16:29:00,51,410,-96,310,163,android
9B:3F:C8:57:E2:1A,1183,mock-dataset-1,97492,138,D22,20,20,88,Helium,38423,1,2.4,1,37,39.17548,-10,-111,-76.66845,763,66,700,2026-01-20 16:33:00,84,410,-52,310,-6,android
9B:3F:C8:57:E2:1A,415,mock-dataset-1,97492,18,E6,20,12,96,Helium,38423,1,2.4,6,23,39.1754,-15,-108,-76.66835,503,92,700,2026-01-20 16:37:00,106,410,-82,310,98,ios
9B:3F:C8:57:E2:1A,1194,mock-dataset-2,97492,144,B6,20,48,77,Helium,38423,0,2.4,11,5,39.17533,-20,-93,-76.66825,1130,92,700,2026-01-20 16:40:00,40,410,-80,310,92,ios
F2:8D:46:B1:C9:05,913,mock-dataset-1,97492,149,D36,20,33,49,Helium,38423,4,2.4,11,32,39.17525,-4,-88,-76.66815,457,92,700,2026-01-20 16:44:00,65,410,-78,310,163,ios
2A:C7:5E:08:D3:9F,775,mock-dataset-4,97492,39,E4,20,14,102,Helium,38423,4,5.0,36,31,39.17518,-12,-105,-76.66805,809,92,700,2026-01-20 16:48:00,65,410,-74,310,73,android
85:4B:F6:31:EA:7C,842,mock-dataset-1,97492,48,D23,20,37,78,Helium,38423,2,5.0,157,53,39.17505,-24,-103,-76.6678,121,92,700,2026-01-20 16:51:00,103,410,-89,310,90,ios
D9:02:8F:C5:67:3A,911,mock-dataset-3,97492,-5,B6,20,45,74,Helium,38423,0,5.0,116,32,39.17498,-3,-95,-76.6677,854,92,700,2026-01-20 16:55:00,89,410,-75,310,35,ios
41:E8:B3:7D:0A:F6,425,mock-dataset-4,97492,-4,D3,20,46,48,Helium,38423,4,5.0,124,49,39.1749,-8,-92,-76.6676,206,92,700,2026-01-20 16:59:00,76,410,-62,310,46,android
41:E8:B3:7D:0A:F6,886,mock-dataset-5,97492,159,C10,20,20,36,Helium,38423,3,5.0,44,55,39.17483,-21,-102,-76.6675,1108,92,700,2026-01-20 17:03:00,40,410,-84,310,105,android
41:E8:B3:7D:0A:F6,1052,mock-dataset-2,97492,82,D25,20,27,90,Helium,38423,0,5.0,48,7,39.17475,-22,-104,-76.6674,856,92,700,2026-01-20 17:06:00,104,410,-59,310,25,android
41:E8:B3:7D:0A:F6,658,mock-dataset-3,97493,162,D26,20,35,84,Helium,38423,0,2.4,1,-1,39.17468,-15,-106,-76.6673,605,92,700,2026-01-20 17:10:00,85,410,-94,310,74,ios
41:E8:B3:7D:0A:F6,870,mock-dataset-4,97493,146,D2,20,28,39,Helium,38423,0,2.4,6,44,39.1746,-4,-97,-76.6672,1034,92,700,2026-01-20 17:14:00,46,410,-70,310,97,ios
EA:36:81:CF:49:5D,1133,mock-dataset-1,97493,197,D42,20,30,92,Helium,38423,0,2.4,11,19,39.17445,-23,-95,-76.66695,509,92,700,2026-01-20 17:17:00,82,410,-73,310,33,android
58:AD:F2:17:6B:C0,426,mock-dataset-5,97493,49,D43,20,48,57,Helium,38423,3,2.4,11,14,,-16,-106,,178,92,700,2026-01-20 17:21:00,51,410,-77,310,13,android
1C:70:E9:34:A5:8F,728,mock-dataset-5,97493,3,A2,20,33,85,Helium,38423,0,2.4,1,43,,-4,-101,,324,92,700,2026-01-20 17:25:00,89,410,-82,310,13,ios
CF:4A:85:D0:2E:73,984,mock-dataset-2,97493,191,E1,20,1,95,Helium,38423,3,2.4,6,56,,-5,-101,,735,104,700,2026-01-20 17:28:00,67,410,-68,310,105,android
72:B8:1D:69:F4:A6,459,mock-dataset-2,97493,82,B2,20,2,99,Helium,38423,2,2.4,1,26,,-12,-100,,1000,104,700,2026-01-20 17:32:00,83,410,-73,310,88,android
AE:25:C0:7F:53:D9,1084,mock-dataset-1,97493,78,C8,20,34,55,Helium,38423,2,2.4,6,19,,-17,-86,,749,104,700,2026-01-20 17:36:00,79,410,-77,310,93,android
39:F1:6C:B8:04:E2,359,mock-dataset-2,97493,85,D36,20,10,45,Helium,38423,3,2.4,11,10,,-16,-114,,912,104,700,2026-01-20 17:40:00,44,410,-82,310,35,android
84:5E:A7:23:CF:10,814,mock-dataset-5,97493,110,D29,20,14,105,Helium,38423,1,2.4,11,31,,-8,-93,,174,104,700,2026-01-20 17:43:00,81,410,-64,310,184,android
D0:79:32:EC:46:8B,714,mock-dataset-1,97493,71,B15,20,17,97,Helium,38423,4,5.0,36,51,,-10,-111,,148,104,700,2026-01-20 17:47:00,62,410,-83,310,147,ios
D0:79:32:EC:46:8B,322,mock-dataset-4,97493,7,D36,20,43,31,Helium,38423,0,5.0,157,19,,-14,-86,,750,104,700,2026-01-20 17:51:00,84,410,-88,310,125,ios
D0:79:32:EC:46:8B,946,mock-dataset-1,97493,119,D25,20,20,52,Helium,38423,1,5.0,116,33,,-16,-113,,1157,104,700,2026-01-20 17:54:00,86,410,-64,310,124,android
D0:79:32:EC:46:8B,758,mock-dataset-1,97493,16,D38/D39,20,28,61,Helium,38423,1,5.0,124,31,,-5,-89,,556,104,700,2026-01-20 17:58:00,99,410,-74,310,144,android
D0:79:32:EC:46:8B,136,mock-dataset-1,97493,150,D46/D47,20,11,91,Helium,38423,4,5.0,44,24,,-20,-97,,777,104,700,2026-01-20 18:02:00,62,410,-60,310,5,android
D0:79:32:EC:46:8B,154,mock-dataset-2,97493,203,B13,20,4,76,Helium,38423,1,5.0,48,6,,-15,-100,,859,215,700,2026-01-20 18:06:00,94,410,-89,310,3,ios
BA:57:08:F3:2C:95,333,mock-dataset-1,97493,68,D34,20,4,82,Helium,38423,4,5.0,36,25,,-13,-94,,573,215,700,2026-01-20 18:09:00,85,410,-56,310,64,android
0D:A2:7E:C1:68:DB,496,mock-dataset-2,97493,177,B4,20,29,92,Helium,38423,4,5.0,157,49,,-5,-101,,266,215,700,2026-01-20 18:13:00,46,410,-54,310,64,android
51:C9:B4:0A:E7:32,162,mock-dataset-3,97493,153,A14,20,51,72,Helium,38423,1,5.0,116,24,,-14,-114,,461,215,700,2026-01-20 18:17:00,25,410,-79,310,67,android
9E:34:DF:86:4B:C0,1009,mock-dataset-3,97493,116,D5,20,32,72,Helium,38423,3,5.0,124,41,,-1,-98,,811,215,700,2026-01-20 18:20:00,45,410,-70,310,47,android
C2:6B:10:F5:A9:47,1120,mock-dataset-2,97493,49,D2,20,46,64,Helium,38423,1,5.0,44,10,,-21,-108,,390,215,700,2026-01-20 18:24:00,72,410,-68,310,34,ios
3F:87:DC:24:91:E6,652,mock-dataset-2,97493,60,D16,20,28,96,Helium,38423,3,5.0,48,40,,-5,-104,,1042,215,700,2026-01-20 18:28:00,45,410,-55,310,55,ios
78:A0:45:EB:1C:B9,275,mock-dataset-5,97493,194,D21,20,52,24,Helium,38423,4,5.0,36,20,,-20,-111,,119,215,700,2026-01-20 18:31:00,96,410,-79,310,47,android
4A:7B:C2:9E:1D:F8,673,mock-dataset-1,97492,52,B6,20,42,74,Helium,38423,1,2.4,1,13,39.17615,-11,-88,-76.66945,144,66,700,2026-01-20 16:00:00,67,410,-86,310,128,ios
B3:2E:8A:D4:6F:01,166,mock-dataset-2,97492,124,A14,20,19,94,Helium,38423,0,5.0,36,12,39.17608,-1,-97,-76.66935,638,66,700,2026-01-20 16:04:00,48,410,-85,310,165,android
B3:2E:8A:D4:6F:01,839,mock-dataset-2,97492,80,B11,20,1,64,Helium,38423,4,5.0,157,13,39.176,-17,-115,-76.66925,520,66,700,2026-01-20 16:07:00,26,410,-70,310,118,android
B3:2E:8A:D4:6F:01,622,mock-dataset-2,97492,12,D5,20,4,58,Helium,38423,1,5.0,116,-4,39.17593,-19,-102,-76.66915,791,66,700,2026-01-20 16:11:00,70,410,-87,310,152,ios
E8:43:B9:0F:72:6C,775,mock-dataset-5,97492,40,D26,20,0,74,Helium,38423,4,5.0,124,26,39.17585,-23,-102,-76.66905,885,66,700,2026-01-20 16:15:00,41,410,-89,310,177,ios
5D:1A:F7:C4:38:9B,607,mock-dataset-4,97492,36,D23,20,23,24,Helium,38423,2,5.0,44,35,39.17578,-10,-88,-76.6689,716,66,700,2026-01-20 16:18:00,70,410,-78,310,166,ios
A2:6E:85:D1:4C:F0,675,mock-dataset-3,97492,81,D14,20,50,76,Helium,38423,0,5.0,48,15,39.1757,-20,-113,-76.6688,1010,66,700,2026-01-20 16:22:00,48,410,-82,310,51,android
9B:3F:C8:57:E2:1A,191,mock-dataset-5,97492,124,C2,20,19,32,Helium,38423,1,5.0,36,18,39.17563,-14,-91,-76.66865,975,66,700,2026-01-20 16:26:00,79,410,-71,310,116,ios
9B:3F:C8:57:E2:1A,746,mock-dataset-5,97492,57,C4,20,4,75,Helium,38423,1,5.0,153,35,39.17555,-7,-93,-76.66855,752,66,700,2026-01-20 16:29:00,43,410,-96,310,155,android
9B:3F:C8:57:E2:1A,1183,mock-dataset-1,97492,143,A12,20,0,83,Helium,38423,1,2.4,1,31,39.17548,-10,-114,-76.66845,763,66,700,2026-01-20 16:33:00,89,410,-58,310,8,ios
9B:3F:C8:57:E2:1A,415,mock-dataset-3,97492,3,E5/E7/E9,20,9,82,Helium,38423,1,2.4,6,38,39.1754,-14,-109,-76.66835,503,92,700,2026-01-20 16:37:00,93,410,-82,310,93,android
9B:3F:C8:57:E2:1A,1194,mock-dataset-1,97492,135,B14,20,49,69,Helium,38423,0,2.4,11,13,39.17533,-22,-88,-76.66825,1130,92,700,2026-01-20 16:40:00,36,410,-83,310,82,android
F2:8D:46:B1:C9:05,913,mock-dataset-3,97492,136,D29,20,38,64,Helium,38423,4,2.4,11,26,39.17525,-4,-85,-76.66815,457,92,700,2026-01-20 16:44:00,65,410,-80,310,164,ios
2A:C7:5E:08:D3:9F,775,mock-dataset-1,97492,43,A11,20,9,84,Helium,38423,4,5.0,36,33,39.17518,-14,-101,-76.66805,809,92,700,2026-01-20 16:48:00,56,410,-75,310,72,android
85:4B:F6:31:EA:7C,842,mock-dataset-5,97492,46,D40,20,39,84,Helium,38423,2,5.0,157,44,39.17505,-23,-104,-76.6678,121,92,700,2026-01-20 16:51:00,104,410,-91,310,90,ios
D9:02:8F:C5:67:3A,911,mock-dataset-3,97492,12,D30,20,26,82,Helium,38423,0,5.0,116,18,39.17498,-5,-93,-76.6677,854,92,700,2026-01-20 16:55:00,89,410,-79,310,34,android
